legal_name,company_number,country,regulator,jurisdiction,license_number,license_type,status,source_status,license_date,termination_date,approved_domains,source_url,first_seen,last_seen
Rynat Trading Ltd,344135 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,303/16,Cyprus Investment Firm,ACTIVE,Current investment firm,30/06/2016,,rynattrading.com; ryninvest.com; ryninvest.eu; thextrend.com; thextrend.eu; xtrend.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
S. L. Capital Services Ltd,80818 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,064/06,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,18/04/2006,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
SA&PM (Cyprus) Limited,108928 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,033/04,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,20/07/2004,09/12/2015,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
SC Workwealth Management Ltd,HE 431951 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,439/23,Cyprus Investment Firm,ACTIVE,Current investment firm,27/11/2023,,scworkwealth.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
SIB (Cyprus) Ltd,119924 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,066/06,Cyprus Investment Firm,SURRENDER_PENDING,Under examination for voluntary renunciation,15/06/2006,,sib.com.cy,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
SM Capital Markets Ltd,346068 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,339/17,Cyprus Investment Firm,ACTIVE,Current investment firm,02/11/2017,,scopemarkets.eu; scopeprime.eu; smcapitalmarkets.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
SPA Financial Services Ltd,270133 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,141/11,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,18/05/2011,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
SSC Smart FX Ltd (ex Jin Daocheng Ltd),345787 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,316/16,Cyprus Investment Firm,ACTIVE,Current investment firm,20/09/2016,,smartfx-cy.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
STAK SECURITIES LTD (ex STAK FX LTD),396475 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,397/21,Cyprus Investment Firm,ACTIVE,Current investment firm,08/03/2021,,stak-securities.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
STATOK LTD (ex SMSG LIMITED),368152 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,403/21,Cyprus Investment Firm,ACTIVE,Current investment firm,26/07/2021,,statok.global,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Safecap Investments Ltd,186196 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,092/08,Cyprus Investment Firm,ACTIVE,Current investment firm,28/07/2008,,markets.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Saxo Capital Markets CY Limited (ex FT World Ltd),289675 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,163/12,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,12/01/2012,06/06/2015,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Sharelink Securities and Financial Services Ltd,77879 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,014/03,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,12/05/2003,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Shine Trades Limited (CY) Ltd (ex. Triumph Int. (Cyprus) Limited),335393 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,293/16,Cyprus Investment Firm,ACTIVE,Current investment firm,22/01/2016,,shinetrades.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Skanestas Investments Ltd,322788 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,251/14,Cyprus Investment Firm,ACTIVE,Current investment firm,14/10/2014,,skanestas.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Skilling Ltd,373524 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,357/18,Cyprus Investment Firm,ACTIVE,Current investment firm,07/05/2018,,skilling.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Solaris EMEA Limited,376148 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,433/23,Cyprus Investment Firm,ACTIVE,Current investment firm,10/07/2023,,axi-solaris.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Solicit Capital Ltd,ΗΕ 435454 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,452/25,Cyprus Investment Firm,ACTIVE,Current investment firm,17/02/2025,,solicitcapital.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Solid Financial Services Ltd,128405 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,065/06,Cyprus Investment Firm,SURRENDER_PENDING,Under examination for voluntary renunciation,23/05/2006,,solid.com.cy,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Sonaf Business Ltd,301937 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,174/12,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,25/07/2012,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Spot Capital Markets Ltd,299846 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,210/13,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,20/08/2013,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Squared Financial (CY) Ltd,355968 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,329/17,Cyprus Investment Firm,SURRENDER_PENDING,Under examination for voluntary renunciation,23/06/2017,,squareddirect.com; squaredfinancial.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Starfish Markets (Cy) Ltd,345108 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,286/15,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,18/12/2015,30/09/2016,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Stocks Forex AF Ltd,327418 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,283/15,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,13/11/2015,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Stockstech Investments Limited,ΗΕ 412491 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,419/22,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,10/10/2022,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Stone Edge Capital Ltd,351681 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,311/16,Cyprus Investment Firm,FORMERLY_AUTHORISED,Withdrawn,09/08/2016,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
StoneX Europe Ltd,409708 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,400/21,Cyprus Investment Firm,ACTIVE,Current investment firm,24/05/2021,,forex.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Stratos Europe Ltd (ex FXCM EU LTD),405643 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,392/20,Cyprus Investment Firm,ACTIVE,Current investment firm,23/11/2020,,fxcm.com; tradu.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Streams Financial Services Ltd,387124 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,376/19,Cyprus Investment Firm,ACTIVE,Current investment firm,29/07/2019,,liquiprime.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Swissquote Capital Markets Limited,ΗΕ 425179 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,422/22,Cyprus Investment Firm,ACTIVE,Current investment firm,21/11/2022,,swissquote.com; swissquote.cy; swissquote.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
T Markets EU Limited (ex NBH Markets EU Limited),291974 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,208/13,Cyprus Investment Firm,ACTIVE,Current investment firm,22/07/2013,,trademarkets.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
T.B.S.F. BEST STRATEGY FINANCE LTD,279560 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,213/13,Cyprus Investment Firm,FORMERLY_AUTHORISED,Former investment firm,12/09/2013,16/06/2014,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
T.C.R. International Ltd,326383 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,237/14,Cyprus Investment Firm,ACTIVE,Current investment firm,20/06/2014,,tcr-int.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
TF Global Markets (Europe) Ltd (ex A-Conversio Capital Ltd).,321503 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,215/13,Cyprus Investment Firm,ACTIVE,Current investment firm,20/09/2013,,thinkmarkets.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
TFI Ecommpay Ltd (ex TFI Markets Ltd),253524 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,117/10,Cyprus Investment Firm,ACTIVE,Current investment firm,14/04/2010,,tfifx.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
TRENDOKS LTD,288752 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,212/13,Cyprus Investment Firm,FORMERLY_AUTHORISED,Former investment firm,02/09/2013,03/09/2014,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
TSG Brokers Ltd (ex GWG (Cyprus) Ltd),342580 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,291/16,Cyprus Investment Firm,ACTIVE,Current investment firm,20/01/2016,,tsgbrokers.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
TTCM Traders Trust Capital Markets Ltd,250591 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,107/09,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,18/12/2009,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Tanius Technology Europe Ltd,424794 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,427/23,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,13/03/2023,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
The Cyprus Investment and Securities Corporation Ltd,18558 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,003/03,Cyprus Investment Firm,ACTIVE,Current investment firm,12/05/2003,,cisco-online.com.cy,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
The First Interstellar Capital Limited,161002 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,166/12,Cyprus Investment Firm,ACTIVE,Current investment firm,21/03/2012,,interstellarfx.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
The Ultima Investments Cyprus Limited,154856 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,048/04,Cyprus Investment Firm,ACTIVE,Current investment firm,08/10/2004,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Tickmill Europe Ltd,340249 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,278/15,Cyprus Investment Firm,ACTIVE,Current investment firm,05/08/2015,,tickmill.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
TioMarkets CY Ltd,ΗΕ 399709 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,429/23,Cyprus Investment Firm,SURRENDER_PENDING,Under examination for voluntary renunciation,10/04/2023,,tiomarkets.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Titanedge Securities Ltd,HE 411909 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,405/21,Cyprus Investment Firm,ACTIVE,Current investment firm,18/10/2021,,titan-edge.com; tradeeu.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Top Markets Solutions Ltd (ex Teletrade-DJ International Consulting Ltd),272810 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,158/11,Cyprus Investment Firm,ACTIVE,Current investment firm,14/12/2011,,earn.broker; earn.eu; earn.trading,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Topfx Ltd,274180 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,138/11,Cyprus Investment Firm,ACTIVE,Current investment firm,19/04/2011,,topfx.com; topfx.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Topic Markets Ltd,331140 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,265/15,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,08/01/2015,05/05/2017,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Trade Capital Markets (TCM) Ltd,324232 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,227/14,Cyprus Investment Firm,ACTIVE,Current investment firm,17/02/2014,,heromarkets.com; trade.com; tradecapitalmarkets.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
TradePlace Limited,ΗΕ 434666 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,455/25,Cyprus Investment Firm,ACTIVE,Current investment firm,14/04/2025,,investing.one,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Trademarker (Cyprus) Ltd,282594 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,151/11,Cyprus Investment Firm,FORMERLY_AUTHORISED,Withdrawn,08/08/2011,25/04/2016,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Tradestone Ltd,353534 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,331/17,Cyprus Investment Firm,ACTIVE,Current investment firm,07/08/2017,,fbs.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Trading 212 Markets Ltd,409763 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,398/21,Cyprus Investment Firm,ACTIVE,Current investment firm,01/03/2021,,trading212.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Trading Point Of Financial Instruments Ltd,251334 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,120/10,Cyprus Investment Firm,ACTIVE,Current investment firm,05/08/2010,,pipaffiliates.com; trading-point.com; xm.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Trading.Com Markets EU Limited (ex Trading Point Asset Management Limited),328593 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,256/14,Cyprus Investment Firm,ACTIVE,Current investment firm,31/10/2014,,trading.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Trek Labs Europe Ltd,335683 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,273/15,Cyprus Investment Firm,ACTIVE,Current investment firm,23/04/2015,,eu.backpack.exchange,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Triangleview Investments Ltd,382553 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,384/20,Cyprus Investment Firm,SURRENDER_PENDING,Under examination for voluntary renunciation,17/02/2020,,3anglefx.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Trilt Ltd,326137 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,254/14,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,30/10/2014,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Trust Capital TC Ltd,364353 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,369/18,Cyprus Investment Firm,ACTIVE,Current investment firm,03/09/2018,,trustcapitaltc.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
U.P.M Ltd,198583 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,084/07,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,31/10/2007,11/07/2016,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
UBFS Invest Powered By Moneychoice Brokers Ltd,326309 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,239/14,Cyprus Investment Firm,FORMERLY_AUTHORISED,Withdrawn,24/06/2014,28/11/2016,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
UBK Markets Ltd,293861 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,186/12,Cyprus Investment Firm,ACTIVE,Current investment firm,14/12/2012,,ubkmarkets.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
UCP Asset Management Ltd,341830 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,288/15,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,23/12/2015,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
UFS Capital Limited (ex Exscale Investments Limited),270917 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,137/11,Cyprus Investment Firm,FORMERLY_AUTHORISED,Withdrawn,19/04/2011,02/02/2015,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
UGL Exchange Ltd,354382 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,349/17,Cyprus Investment Firm,FORMERLY_AUTHORISED,Withdrawn,11/12/2017,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
VM Vita Markets Ltd,ΗΕ 364831 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,373/19,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,28/01/2019,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
VPR Safe Financial Group Ltd,322134 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,236/14,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,03/06/2014,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
VSMarkets Ltd (ex Klips CY Ltd),431041 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,434/23,Cyprus Investment Firm,ACTIVE,Current investment firm,01/08/2023,,vsmarkets.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Veles International Ltd,20/09/2006 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,075/06,Cyprus Investment Firm,ACTIVE,Current investment firm,20/09/2006,,veles-int.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Vinson Financials Ltd,307815 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,184/12,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,30/11/2012,23/05/2016,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Viverno Markets Ltd,300153 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,199/13,Cyprus Investment Firm,FORMERLY_AUTHORISED,Withdrawn,31/05/2013,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
W.G. Wealth Guardian Ltd,354842 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,353/17,Cyprus Investment Firm,SURRENDER_PENDING,Under examination for voluntary renunciation,26/01/2018,,wguardian.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
WB Trade EU Ltd,119081 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,030/04,Cyprus Investment Firm,ACTIVE,Current investment firm,20/05/2004,,wbtrade.eu,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
WGM Services Ltd,256991 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,203/13,Cyprus Investment Firm,ACTIVE,Current investment firm,14/06/2013,,eu.ezinvest.com; ezinvest.com; marches-financiers.fr; phoenixmarkets.com; phoenixmarkets.fr; stockstp.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
WRDNB Ltd,417464 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,424/23,Cyprus Investment Firm,ACTIVE,Current investment firm,20/02/2023,,wrdnb.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
WS Financial and Investment Services Ltd,139186 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,049/04,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,08/10/2004,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
